State,County,2012_AQI,2013_AQI,2014_AQI,2015_AQI,2016_AQI,2017_AQI,2018_AQI,2019_AQI,2020_AQI,2021_AQI,Year,2022_AQI
Alabama,Baldwin,38,36,38,38,37,36,35,37,36,35,2022,37
Alabama,Clay,35,32,36,32,30,30,27,30,26,27,2022,26
Alabama,DeKalb,40,38,38,37,40,39,35,39,36,36,2022,37
Alabama,Elmore,40,36,36,35,40,35,33,39,31,32,2022,33
Alabama,Etowah,40,37,38,46,52,45,41,43,34,36,2022,39
Alabama,Jefferson,52,50,53,48,49,51,50,53,48,51,2022,49
Alabama,Lawrence,28,27,27,27,25,23,23,24,18,21,2022,22
Alabama,Madison,43,40,39,38,40,39,41,44,40,41,2022,40
Alabama,Mobile,38,39,41,40,42,37,38,43,42,44,2022,37
Alabama,Montgomery,43,39,40,45,42,45,52,52,52,37,2022,37
Alabama,Morgan,42,40,39,38,40,39,37,41,35,39,2022,40
Alabama,Russell,44,41,40,47,43,44,39,40,36,38,2022,40
Alabama,Shelby,43,39,40,39,41,38,38,42,34,35,2022,37
Alabama,Tuscaloosa,36,36,36,49,47,52,37,35,31,31,2022,34
Alaska,Aleutians East ,10,9,9,10,8,9,10,10,8,10,2022,9
Alaska,Anchorage ,31,24,28,28,31,22,24,27,22,22,2022,19
Alaska,Denali ,32,32,31,34,33,34,35,36,33,33,2022,34
Alaska,Fairbanks North Star ,38,44,52,54,37,38,34,38,33,35,2022,38
Alaska,Juneau ,21,19,24,21,20,15,23,20,14,15,2022,15
Alaska,Kenai Peninsula ,9,7,9,5,7,6,8,8,8,7,2022,7
Alaska,Matanuska-Susitna ,31,22,30,29,33,30,27,19,13,12,2022,10
Arizona,Apache,17,12,14,11,13,14,12,10,14,14,2022,11
Arizona,Cochise,48,48,47,44,44,44,44,45,45,45,2022,44
Arizona,Coconino,46,46,44,44,44,45,45,45,44,45,2022,44
Arizona,Gila,54,49,45,43,44,44,47,48,44,45,2022,45
Arizona,La Paz,49,48,44,42,41,43,44,44,44,45,2022,44
Arizona,Maricopa,70,67,67,64,64,71,71,65,112,122,2022,74
Arizona,Mohave,19,18,18,17,18,17,18,14,18,19,2022,17
Arizona,Navajo,45,46,44,39,43,44,44,44,43,44,2022,43
Arizona,Pima,51,49,48,45,49,53,49,47,53,53,2022,50
Arizona,Pinal,75,69,71,63,69,75,67,63,72,69,2022,61
Arizona,Santa Cruz,41,36,34,30,38,33,31,31,34,43,2022,34
Arizona,Yavapai,45,44,44,41,40,46,43,43,45,44,2022,40
Arizona,Yuma,46,44,47,43,46,45,45,45,44,46,2022,44
Arkansas,Arkansas,41,35,34,34,33,30,33,30,27,30,2022,30
Arkansas,Ashley,39,33,33,31,34,33,29,33,28,31,2022,29
Arkansas,Clark,35,33,33,33,34,34,31,32,29,32,2022,35
Arkansas,Crittenden,41,38,37,36,39,42,40,40,38,40,2022,40
Arkansas,Garland,43,36,35,34,36,34,31,38,29,34,2022,33
Arkansas,Jackson,36,35,34,31,30,30,31,34,26,29,2022,30
Arkansas,Newton,42,37,36,35,37,38,35,36,35,36,2022,37
Arkansas,Polk,44,42,38,38,40,40,38,39,36,38,2022,33
Arkansas,Pulaski,53,49,44,44,44,44,43,45,42,47,2022,43
Arkansas,Union,45,35,35,33,35,39,37,35,34,36,2022,35
Arkansas,Washington,43,42,39,37,38,44,42,43,39,41,2022,43
California,Alameda,41,50,43,46,44,49,51,41,43,45,2022,41
California,Amador,40,38,42,41,37,38,40,39,37,37,2022,36
California,Butte,53,54,52,52,52,57,54,46,51,48,2022,46
California,Calaveras,44,45,44,45,44,51,53,42,44,44,2022,39
California,Colusa,49,41,44,46,43,40,42,39,38,46,2022,41
California,Contra Costa,39,46,45,44,40,46,48,40,41,42,2022,43
California,Del Norte,10,13,12,15,20,20,25,20,32,23,2022,22
California,El Dorado,45,45,45,44,45,45,45,43,43,43,2022,43
California,Fresno,80,87,81,80,74,74,74,60,74,67,2022,71
California,Glenn,43,44,41,44,43,43,36,40,43,39,2022,41
California,Humboldt,36,35,43,36,35,35,34,27,29,28,2022,24
California,Imperial,52,56,67,63,60,61,62,58,58,58,2022,58
California,Inyo,48,46,47,48,44,48,48,47,52,58,2022,57
California,Kern,84,89,97,84,80,84,84,67,81,84,2022,80
California,Kings,66,77,71,71,70,70,69,56,67,61,2022,67
California,Lake,35,33,37,36,33,35,33,31,32,33,2022,32
California,Los Angeles,84,77,80,79,75,77,77,71,83,77,2022,72
California,Madera,64,71,67,63,59,58,56,50,61,56,2022,51
California,Marin,35,40,43,36,32,38,36,33,33,34,2022,33
California,Mariposa,54,51,49,46,46,49,50,47,47,47,2022,46
California,Mendocino,33,28,38,38,33,39,37,33,34,38,2022,45
California,Merced,53,58,60,58,53,54,51,48,53,50,2022,52
California,Mono,17,19,15,14,18,18,23,27,40,21,2022,21
California,Monterey,37,38,37,37,36,39,38,37,36,37,2022,37
California,Nevada,42,48,46,47,44,49,44,44,41,45,2022,48
California,Orange,55,53,59,56,54,54,50,48,51,49,2022,47
California,Placer,49,51,52,45,44,43,41,45,54,54,2022,50
California,Plumas,36,42,41,50,32,35,35,25,49,63,2022,48
California,Riverside,94,87,93,87,82,87,87,77,87,87,2022,77
California,Sacramento,52,54,51,54,49,56,54,46,52,50,2022,50
California,San Benito,41,43,42,39,39,40,41,38,39,40,2022,41
California,San Bernardino,90,84,80,83,83,84,88,80,93,87,2022,77
California,San Diego,64,66,61,61,66,65,64,64,71,64,2022,59
California,San Francisco,36,38,34,35,36,38,37,36,36,36,2022,33
California,San Joaquin,56,57,54,56,55,50,54,44,48,51,2022,46
California,San Luis Obispo,53,59,55,53,51,54,49,46,48,48,2022,51
California,San Mateo,36,38,34,32,37,37,36,35,35,33,2022,33
California,Santa Barbara,47,46,47,45,44,44,47,43,42,41,2022,43
California,Santa Clara,45,48,41,43,40,44,44,41,44,44,2022,44
California,Santa Cruz,34,38,35,35,32,35,36,35,34,34,2022,32
California,Shasta,44,42,43,44,41,44,43,42,41,45,2022,44
California,Siskiyou,37,37,37,36,27,26,41,36,36,40,2022,39
California,Solano,41,44,43,44,40,44,42,40,41,40,2022,40
California,Sonoma,37,36,37,35,32,38,36,33,33,33,2022,32
California,Stanislaus,63,61,58,59,55,58,54,49,55,58,2022,54
California,Sutter,48,48,51,49,53,51,54,44,48,54,2022,48
California,Tehama,47,43,44,45,44,40,45,41,43,44,2022,43
California,Trinity,45,27,9,9,38,51,44,18,27,29,2022,26
California,Tulare,80,84,84,78,77,80,77,66,79,80,2022,76
California,Tuolumne,42,43,46,43,44,44,43,43,41,41,2022,37
California,Ventura,54,51,53,50,51,53,52,46,47,48,2022,47
California,Yolo,44,41,41,44,40,43,43,41,42,39,2022,40
Colorado,Adams,48,47,46,45,44,48,49,47,47,48,2022,49
Colorado,Alamosa,23,19,19,17,18,19,19,9,10,9,2022,8
Colorado,Arapahoe,48,46,44,45,44,46,45,46,45,46,2022,46
Colorado,Archuleta,19,17,17,17,17,36,38,31,43,45,2022,42
Colorado,Boulder,48,45,44,44,35,45,46,47,47,48,2022,45
Colorado,Clear Creek,90,77,47,48,47,50,51,46,47,48,2022,47
Colorado,Delta,21,19,21,16,16,19,35,41,41,42,2022,44
Colorado,Denver,52,49,50,52,52,50,51,51,50,52,2022,49
Colorado,Douglas,48,44,44,44,44,47,46,46,46,47,2022,45
Colorado,El Paso,48,47,44,44,44,46,46,45,45,47,2022,45
Colorado,Fremont,15,16,15,11,14,11,15,13,11,15,2022,12
Colorado,Garfield,61,46,44,45,47,47,48,44,46,47,2022,40
Colorado,Gunnison,46,45,44,44,44,45,47,45,44,45,2022,45
Colorado,Jackson,40,42,40,38,6,5,7,6,5,5,2022,40
Colorado,Jefferson,48,47,46,45,46,47,46,46,46,47,2022,47
Colorado,La Plata,48,47,44,43,46,45,45,44,44,47,2022,46
Colorado,Larimer,54,49,49,49,50,49,50,48,48,50,2022,49
Colorado,Mesa,48,47,46,45,46,47,46,44,44,44,2022,43
Colorado,Montezuma,47,46,44,44,44,44,44,46,44,44,2022,44
Colorado,Pitkin,29,44,11,11,12,13,14,10,11,12,2022,13
Colorado,Prowers,23,18,19,14,17,17,16,14,17,19,2022,18
Colorado,Pueblo,24,22,23,19,20,22,23,20,19,21,2022,20
Colorado,Rio Blanco,46,47,44,43,43,44,45,44,42,45,2022,46
Colorado,Routt,15,15,15,13,15,15,15,13,14,15,2022,13
Colorado,San Juan,10,9,8,6,6,7,8,7,7,7,2022,8
Colorado,San Miguel,44,47,45,44,44,43,46,11,12,14,2022,13
Colorado,Weld,48,46,45,47,45,47,50,45,48,49,2022,49
Connecticut,Fairfield,44,48,48,46,45,42,41,43,44,42,2022,42
Connecticut,Hartford,42,46,44,45,41,41,37,39,39,37,2022,38
Connecticut,Litchfield,40,41,41,39,38,36,36,37,38,37,2022,39
Connecticut,Middlesex,44,43,43,43,44,40,40,41,39,39,2022,40
Connecticut,New Haven,48,51,44,45,44,40,40,41,42,40,2022,41
Connecticut,New London,43,46,40,36,34,34,35,37,37,36,2022,35
Connecticut,Tolland,44,41,41,39,41,39,38,42,39,39,2022,39
Connecticut,Windham,34,36,34,35,35,34,34,36,35,34,2022,35
Country Of Mexico,BAJA CALIFORNIA NORTE,35,27,65,73,63,63,73,72,115,65,2022,61
Delaware,Kent,41,41,42,41,39,39,38,42,36,38,2022,39
Delaware,New Castle,49,45,49,48,44,44,42,43,40,43,2022,43
Delaware,Sussex,40,40,43,42,41,41,40,42,38,38,2022,40
District Of Columbia,District of Columbia,56,48,47,47,47,51,44,44,40,44,2022,42
Florida,Alachua,36,35,35,34,37,37,33,35,36,34,2022,36
Florida,Baker,33,31,33,32,34,33,31,33,35,35,2022,36
Florida,Bay,38,38,40,37,38,40,37,38,40,39,2022,39
Florida,Brevard,40,37,39,37,39,39,37,36,39,40,2022,39
Florida,Broward,38,36,38,34,41,43,40,40,40,42,2022,41
Florida,Citrus,27,27,26,24,34,35,32,30,32,33,2022,34
Florida,Collier,37,34,36,33,37,36,36,34,36,36,2022,36
Florida,Columbia,36,39,34,35,38,38,34,38,36,37,2022,38
Florida,Duval,38,38,43,38,42,40,41,43,42,43,2022,44
Florida,Escambia,41,41,42,40,41,39,37,40,42,41,2022,43
Florida,Flagler,35,33,35,33,35,33,32,34,31,33,2022,34
Florida,Hamilton,36,34,38,32,33,34,33,33,34,35,2022,35
Florida,Highlands,34,31,32,31,33,32,31,36,31,33,2022,33
Florida,Hillsborough,44,43,44,44,44,44,42,42,43,44,2022,43
Florida,Holmes,37,38,39,37,40,39,35,40,38,38,2022,39
Florida,Indian River,37,37,37,34,39,38,36,36,37,36,2022,33
Florida,Lake,35,33,33,34,37,35,33,35,32,34,2022,35
Florida,Lee,38,36,38,36,38,37,35,36,36,36,2022,37
Florida,Leon,40,37,43,40,40,40,36,38,40,39,2022,39
Florida,Liberty,32,29,32,31,33,31,31,33,31,32,2022,32
Florida,Manatee,36,34,36,34,36,35,34,36,33,32,2022,33
Florida,Marion,39,37,39,35,38,38,35,38,39,37,2022,38
Florida,Martin,39,29,37,35,38,37,37,35,36,38,2022,36
Florida,Miami-Dade,43,40,43,40,43,42,41,38,39,41,2022,38
Florida,Okaloosa,33,32,35,33,36,35,33,36,34,33,2022,39
Florida,Orange,39,37,39,38,40,42,36,36,34,33,2022,38
Florida,Osceola,35,34,33,32,35,34,33,34,32,33,2022,34
Florida,Palm Beach,41,37,38,37,41,42,38,35,38,38,2022,37
Florida,Pasco,38,36,35,37,37,37,35,36,35,35,2022,37
Florida,Pinellas,41,40,40,38,40,41,38,40,40,40,2022,41
Florida,Polk,41,37,40,37,39,40,35,36,37,39,2022,38
Florida,Putnam,17,14,14,13,14,15,14,17,14,16,2022,16
Florida,Santa Rosa,40,38,40,38,38,41,38,39,40,38,2022,39
Florida,Sarasota,44,40,40,40,40,40,37,37,38,39,2022,40
Florida,Seminole,36,34,35,34,38,37,36,37,36,37,2022,37
Florida,Volusia,39,37,39,36,38,38,36,37,38,40,2022,39
Florida,Wakulla,35,34,35,36,36,36,34,35,35,35,2022,36
Georgia,Bibb,47,43,47,41,42,40,35,39,35,40,2022,38
Georgia,Charlton,27,24,25,24,23,21,20,20,19,19,2022,19
Georgia,Chatham,41,38,42,36,37,37,36,38,37,41,2022,39
Georgia,Chattooga,39,37,36,36,42,36,35,40,32,33,2022,35
Georgia,Clarke,43,40,42,38,40,38,39,44,36,41,2022,43
Georgia,Clayton,44,40,43,39,34,38,33,36,28,33,2022,31
Georgia,Cobb,46,43,41,42,44,40,39,42,35,39,2022,38
Georgia,Coffee,35,32,35,28,31,31,22,26,25,26,2022,27
Georgia,Columbia,43,37,40,37,40,37,36,39,31,33,2022,34
Georgia,Dawson,40,35,37,38,42,36,35,37,31,36,2022,35
Georgia,DeKalb,56,48,51,50,51,44,40,44,38,41,2022,42
Georgia,Dougherty,38,43,45,42,36,38,30,40,37,39,2022,38
Georgia,Douglas,43,36,41,37,43,39,37,40,32,38,2022,38
Georgia,Floyd,64,52,54,40,37,44,40,45,31,29,2022,28
Georgia,Fulton,48,41,44,49,48,48,44,49,43,44,2022,44
Georgia,Glynn,35,33,37,34,35,35,34,36,31,34,2022,38
Georgia,Gwinnett,45,40,41,40,42,42,43,45,37,42,2022,40
Georgia,Hall,45,42,47,48,30,36,30,37,33,34,2022,35
Georgia,Henry,43,38,40,36,40,39,34,37,32,35,2022,36
Georgia,Houston,43,38,46,35,33,35,34,38,35,37,2022,34
Georgia,Lowndes,51,36,38,38,33,38,37,35,30,35,2022,36
Georgia,Murray,42,38,38,37,43,39,37,42,34,37,2022,38
Georgia,Muscogee,43,39,41,38,40,40,34,40,35,36,2022,40
Georgia,Pike,41,36,37,35,40,39,33,37,33,36,2022,35
Georgia,Richmond,44,40,43,39,39,42,39,45,42,43,2022,40
Georgia,Rockdale,36,31,34,31,44,39,36,43,34,39,2022,39
Georgia,Sumter,40,36,38,34,39,35,34,39,32,35,2022,35
Georgia,Walker,46,41,41,39,38,38,35,37,30,43,2022,43
Georgia,Washington,35,36,40,32,29,32,28,29,32,38,2022,41
Hawaii,Hawaii,60,56,52,58,61,53,47,16,17,19,2022,25
Hawaii,Honolulu,33,30,29,34,31,29,29,27,26,26,2022,27
Hawaii,Kauai,27,15,18,14,14,12,15,13,11,13,2022,10
Hawaii,Maui,25,28,22,25,21,21,19,15,15,15,2022,15
Idaho,Ada,39,36,40,40,38,43,40,38,40,43,2022,45
Idaho,Bannock,33,31,24,27,28,30,23,20,37,41,2022,39
Idaho,Benewah,26,30,35,46,33,43,42,37,32,38,2022,37
Idaho,Bonner,8,12,10,21,20,28,29,21,25,28,2022,26
Idaho,Butte,42,42,39,40,39,42,40,40,40,42,2022,42
Idaho,Canyon,17,21,15,27,38,31,28,25,33,36,2022,37
Idaho,Custer,9,7,7,6,8,5,5,6,5,6,2022,5
Idaho,Franklin,31,23,19,21,25,28,19,18,20,21,2022,17
Idaho,Lemhi,44,38,40,38,38,28,29,23,35,35,2022,33
Idaho,Shoshone,33,52,37,43,35,38,43,29,30,37,2022,32
Illinois,Adams,35,37,37,40,36,41,35,41,38,40,2022,39
Illinois,Champaign,39,37,38,42,39,41,42,42,39,38,2022,40
Illinois,Clark,43,38,39,39,38,39,32,34,31,34,2022,34
Illinois,Cook,57,54,55,53,51,50,54,53,53,54,2022,48
Illinois,DuPage,44,40,38,39,40,41,45,42,41,44,2022,41
Illinois,Effingham,46,41,38,40,39,43,39,40,37,37,2022,38
Illinois,Hamilton,49,41,41,38,39,41,40,43,40,40,2022,39
Illinois,Jersey,49,41,39,40,40,43,42,42,39,40,2022,40
Illinois,Jo Daviess,36,37,35,34,33,34,33,34,32,36,2022,34
Illinois,Kane,31,30,33,35,35,38,38,40,39,42,2022,40
Illinois,Lake,34,34,35,35,34,35,35,40,39,42,2022,39
Illinois,Macon,45,41,41,40,40,43,44,43,40,43,2022,41
Illinois,Macoupin,36,39,38,38,39,40,36,33,31,31,2022,33
Illinois,Madison,53,50,47,44,44,46,46,49,47,51,2022,46
Illinois,McHenry,43,38,37,43,37,40,42,44,40,42,2022,40
Illinois,McLean,38,37,36,37,38,41,44,44,41,41,2022,42
Illinois,Peoria,48,44,41,42,41,44,43,41,40,43,2022,42
Illinois,Randolph,38,38,44,39,39,44,41,40,38,40,2022,41
Illinois,Rock Island,31,32,34,36,33,40,40,42,38,43,2022,40
Illinois,Saint Clair,44,44,41,41,40,39,44,43,36,44,2022,44
Illinois,Sangamon,37,35,33,34,35,40,43,40,39,38,2022,40
Illinois,Will,35,36,42,45,40,40,43,43,42,44,2022,41
Illinois,Winnebago,33,31,34,35,34,35,35,42,39,43,2022,39
Indiana,Allen,55,44,49,43,40,42,43,43,39,37,2022,35
Indiana,Boone,49,43,42,42,40,39,34,35,32,33,2022,36
Indiana,Carroll,47,43,41,43,39,39,32,35,31,34,2022,34
Indiana,Clark,50,47,48,44,42,38,36,41,42,43,2022,43
Indiana,Delaware,45,39,38,36,39,39,35,35,35,36,2022,37
Indiana,Dubois,43,45,43,35,33,32,31,33,33,33,2022,32
Indiana,Elkhart,48,47,53,42,39,38,38,37,36,39,2022,38
Indiana,Floyd,46,44,51,44,40,41,34,35,32,34,2022,33
Indiana,Greene,48,44,43,41,40,42,37,39,34,37,2022,37
Indiana,Hamilton,48,39,40,37,41,40,40,41,38,39,2022,39
Indiana,Hendricks,45,38,36,35,40,38,33,34,32,33,2022,34
Indiana,Henry,35,37,36,28,28,28,31,28,29,28,2022,25
Indiana,Knox,39,36,34,34,35,36,35,36,33,36,2022,36
Indiana,LaPorte,45,45,44,40,36,40,36,37,37,37,2022,36
Indiana,Lake,54,53,56,47,40,42,45,44,44,47,2022,44
Indiana,Madison,47,44,43,38,38,41,41,41,39,43,2022,42
Indiana,Marion,59,56,53,51,48,47,49,53,48,53,2022,50
Indiana,Monroe,33,34,33,30,25,27,36,33,31,33,2022,28
Indiana,Perry,49,42,45,43,41,40,35,37,34,36,2022,36
Indiana,Porter,50,44,48,41,38,41,41,40,39,40,2022,40
Indiana,Posey,43,41,43,40,39,42,34,35,31,32,2022,33
Indiana,Shelby,49,44,42,39,39,41,34,36,32,33,2022,36
Indiana,Spencer,41,40,40,34,32,32,31,31,32,31,2022,32
Indiana,St. Joseph,52,51,45,45,41,40,42,41,41,45,2022,44
Indiana,Tippecanoe,54,52,34,38,30,36,34,33,39,33,2022,27
Indiana,Vanderburgh,52,48,51,46,41,42,41,41,39,42,2022,44
Indiana,Vigo,49,45,46,44,41,44,42,45,40,42,2022,41
Indiana,Wabash,37,35,36,35,35,35,35,37,35,35,2022,37
Indiana,Warrick,49,44,44,42,42,42,35,36,33,35,2022,37
Indiana,Whitley,33,45,39,39,30,33,31,33,39,35,2022,33
Iowa,Black Hawk,40,42,50,49,38,45,42,31,32,35,2022,33
Iowa,Bremer,43,38,37,36,33,36,37,37,35,40,2022,37
Iowa,Cerro Gordo,19,18,16,16,15,15,16,15,18,19,2022,17
Iowa,Clinton,55,54,50,49,52,52,43,42,39,47,2022,42
Iowa,Harrison,46,42,38,40,37,39,39,38,37,39,2022,40
Iowa,Johnson,46,42,35,36,33,33,38,35,35,39,2022,33
Iowa,Lee,40,40,36,33,32,32,34,29,30,32,2022,30
Iowa,Linn,46,44,43,41,40,39,44,39,40,44,2022,41
Iowa,Montgomery,44,42,41,38,38,40,39,37,35,37,2022,36
Iowa,Muscatine,46,52,43,38,37,38,41,32,30,34,2022,32
Iowa,Palo Alto,42,41,40,40,36,40,42,38,36,39,2022,37
Iowa,Polk,44,42,38,36,37,40,40,39,36,40,2022,38
Iowa,Pottawattamie,43,35,35,32,29,32,33,29,31,33,2022,28
Iowa,Scott,55,55,56,56,55,51,52,45,44,48,2022,41
Iowa,Van Buren,44,43,41,40,43,41,38,37,36,39,2022,38
Iowa,Woodbury,35,31,29,28,29,28,33,28,29,31,2022,27
Kansas,Chase,26,26,25,20,18,21,23,20,18,20,2022,19
Kansas,Ford,12,6,7,13,16,16,17,15,11,17,2022,19
Kansas,Johnson,40,39,35,35,35,38,36,36,36,40,2022,40
Kansas,Leavenworth,38,36,35,34,35,34,33,33,32,34,2022,37
Kansas,Neosho,19,14,40,35,36,37,37,40,39,42,2022,44
Kansas,Sedgwick,45,42,42,40,40,43,41,39,38,43,2022,46
Kansas,Shawnee,41,39,38,36,36,39,42,41,39,42,2022,41
Kansas,Sherman,21,19,15,18,20,15,14,12,13,17,2022,18
Kansas,Sumner,40,40,40,37,37,38,36,39,40,44,2022,44
Kansas,Trego,41,40,40,41,38,35,38,36,37,42,2022,38
Kansas,Wyandotte,49,47,46,45,40,43,42,41,44,44,2022,43
Kentucky,Bell,46,39,41,38,39,39,39,39,33,43,2022,42
Kentucky,Boone,43,38,37,39,38,38,38,39,36,39,2022,41
Kentucky,Boyd,41,38,39,41,42,40,38,39,36,37,2022,38
Kentucky,Bullitt,43,37,38,39,39,39,38,41,37,37,2022,40
Kentucky,Campbell,46,42,43,43,44,42,40,40,39,38,2022,38
Kentucky,Carter,41,39,37,36,37,36,33,36,31,34,2022,34
Kentucky,Christian,46,42,42,41,39,40,39,39,38,42,2022,40
Kentucky,Daviess,44,41,39,43,44,43,40,43,38,41,2022,40
Kentucky,Edmonson,42,38,38,36,36,41,38,41,33,35,2022,37
Kentucky,Fayette,45,43,41,39,39,39,40,42,38,38,2022,40
Kentucky,Greenup,46,37,39,38,37,36,36,37,33,34,2022,36
Kentucky,Hancock,44,40,41,41,39,40,38,42,37,38,2022,40
Kentucky,Hardin,44,44,42,44,43,42,40,39,38,38,2022,39
Kentucky,Jefferson,54,53,52,49,48,46,47,49,45,45,2022,46
Kentucky,Jessamine,43,40,41,40,41,40,39,43,37,38,2022,40
Kentucky,Livingston,46,41,41,40,39,40,39,41,37,39,2022,41
Kentucky,McCracken,44,38,40,41,43,43,42,44,39,39,2022,40
Kentucky,Morgan,39,35,35,37,37,37,34,36,33,35,2022,35
Kentucky,Oldham,47,40,42,39,41,40,38,42,38,39,2022,41
Kentucky,Perry,46,37,39,36,41,40,38,39,34,36,2022,39
Kentucky,Pike,41,38,42,42,41,39,35,36,32,35,2022,33
Kentucky,Pulaski,42,40,41,37,39,39,38,40,36,39,2022,38
Kentucky,Simpson,43,38,39,39,40,40,38,40,36,37,2022,39
Kentucky,Trigg,40,36,36,36,36,37,35,37,34,35,2022,39
Kentucky,Warren,42,39,39,38,41,39,39,40,38,38,2022,39
Kentucky,Washington,42,38,37,37,38,38,35,39,34,36,2022,37
Louisiana,Ascension,37,32,34,34,36,34,31,33,31,31,2022,32
Louisiana,Bossier,41,43,42,41,39,38,35,34,36,41,2022,42
Louisiana,Caddo,42,40,37,38,36,37,37,37,34,36,2022,38
Louisiana,Calcasieu,41,43,41,44,44,45,44,44,41,43,2022,43
Louisiana,East Baton Rouge,47,45,46,50,48,43,42,42,38,38,2022,41
Louisiana,Iberville,39,38,37,34,39,39,36,37,36,38,2022,41
Louisiana,Jefferson,42,39,41,40,39,38,40,38,36,36,2022,40
Louisiana,Lafayette,45,45,46,44,40,41,40,41,40,37,2022,40
Louisiana,Lafourche,39,36,37,35,36,36,36,41,39,38,2022,37
Louisiana,Livingston,41,41,45,45,43,40,39,41,39,41,2022,42
Louisiana,Orleans,42,37,38,36,38,38,35,29,28,27,2022,29
Louisiana,Ouachita,51,56,40,32,36,34,32,34,32,34,2022,36
Louisiana,Pointe Coupee,41,37,34,32,33,32,31,33,32,32,2022,34
Louisiana,Rapides,52,44,41,27,34,31,31,30,26,28,2022,29
Louisiana,St. Bernard,49,40,44,44,40,38,41,43,39,41,2022,41
Louisiana,St. James,33,32,33,31,31,31,27,29,29,28,2022,32
Louisiana,St. John the Baptist,40,36,35,33,35,33,31,33,31,31,2022,33
